Album,Song Name,Lyrics
That's The Spirit,What You Need,"
You're hypnotized, can't see the signs
I'd like to help you but I think it's too late
Made up your mind and now you're blind
I guess it's easier than making mistakes

Don't ask me why then roll your eyes at the answer
You want a fight, but I won't bite on the bait
And I'm not trying to change your eyes so don't panic
'Cause I'm not selling

So don't tell me what I can't see
'Cause we both know it's you, not me
You don't want this but it's what you need
And you'll see it when you believe

You'll see it, you'll see it
You'll see it when you believe
You'll see it, you'll see it
And you'll see it when you believe

Give me a break 'cause I can't take
Another second, you're a fucking headache
I ain't got time to change your mind
How can I move you when you're stuck in your ways?

Don't ask me why then roll your eyes at the answer
You want a fight, but I don't bite on the bait
And I'm not trying to change your eyes so don't panic
I'm just saying, well I'm just saying

Don't come crawling back to me when you break down
'Cause you dug yourself into this hole all by yourself
Don't come crawling back to me when you break down
You can find somebody else

So don't tell me what I can't see
'Cause we both know it's you, not me
You don't want this but it's what you need
And you'll see it when you believe

Don't tell me what I can't see
'Cause we both know it's you, not me
You don't want this but it's what you need
And you'll see it when you believe

You'll see it, you'll see it
You'll see it when you believe
You'll see it, you'll see it
And you'll see it when you believe

Yeah, hell yeah
You make me wanna slit my wrists and play in my own blood
Yeah, hell yeah
You make me wanna kill myself just for the fucking fun
(Alright)
Yeah, hell yeah
You make me wanna slit my wrists and play in my own blood
Yeah, hell yeah
You make me wanna kill myself just for the fucking fun

So don't tell me what I can't see
'Cause we both know it's you, not me
You don't want this but it's what you need
And you'll see it when you believe
And you'll see it when you believe "
Amo,fresh bruises,"Don't you try to fuck with me
Don't you hide your love
Don't you try to fuck with me
Don't you hide your love
Don't you try to fuck with me
Don't you try to fuck with me
Don't you try to fuck with me
Don't you hide your love

Don't you try to fuck with me
Don't you hide your love
Don't you try to fuck with me
Don't you hide your love
Don't you try to fuck with me
Don't you hide your love
Don't you try to fuck with me
Don't you hide your love

Don't you try to fuck with me
Don't you hide your love
Don't you
Don't you
Don't you try to fuck with me
Don't you hide your love
Don't you try to fuck with me
Don't you hide your love "
Amo,heavy metal,"
I woke up in a warehouse
But the label had fell off
Just minding my own meltdown
It was then I heard the cannibals, cannibals

They said, hey kid
You got that something special
(It's now or never)
You wanna live forever
(It's now or never)
You know what we want, you should give it to us
(It's now or never)
(But there's no pressure)

And I keep picking petals
I'm afraid you don't love me anymore
'Cause a kid on the 'gram in a Black Dahlia tank
Says it ain't heavy metal
(And that's alright)
(That's alright)

I tried to do a headcount
But I cut off all the crusts
Said they liked it better curly
Then they gut me like an animal, animal

They said, hey man
You had that something special
(It's now or never)
Let's keep it quintessential
(It's now or never)
You know what we want, why not give it to us?
(It's now or never)
(But there's no pressure)

So I keep picking petals
I'm afraid you don't love me anymore
'Cause a kid on the 'gram in a Black Dahlia tank
Says it ain't heavy metal
Yeah I keep picking petals
Got my heart and my head all in the wars
'Cause some kid from A&R in a Patagonia
Says he don't really get it, no

So I keep picking petals
All I wanna know do you love me anymore
'Cause some kid on the 'gram said he used to be a fan
But this shit ain't heavy metal

(And that's alright)

And I keep picking petals
I'm afraid you don't love me anymore
'Cause a kid on the 'gram in a Black Dahlia tank
Says it ain't heavy metal
And I keep picking petals
I'm afraid you don't love me anymore
'Cause a kid on the 'gram said he used to be a fan
But this shit ain't heavy metal

No, this ain't heavy metal
No, this ain't heavy metal
"
Amo,i apologise if you feel something,"I saw you staring out of your own abyss again
Waiting for something you're not sure even still exists
Don't be afraid to wonder, don't be afraid to be scared
It should never be a prison
So I apologise if you feel something
But love is all we have, feel something, I know
Or if I steal something, please remember it is mine
Real something "
Amo,i don't know what to say,"I'll see you at the gates when it gets dark
You jump the wall, I'll find a place to park
Kill the angels if they're keeping guard
How do I start when you don't know what to say?
No, I don't know what to say

You said the world's already full enough
Of defeated people and you would not be one
Always a choice to move yourself along
And find better and I hope that's where you are
Yeah, I know that's where you are

A doppelgänger with a telling scar
I saw the universe hidden in your heart
Wish I told you this before it got too dark
Where do you start when you know it has to end?

How a flower in the rain
Only grows more when it's grey
You just shined on brighter
Making gold out of the pain
""I can die, but I can't break,"" you said
""You can rule, I won't obey""
As long as I'm still smiling
Well, I don't know what to say "
Amo,in the dark,"(In the dark)
(In the dark)

Oh, I've done it again
Dug a little deep and it's all caved in
Now I free fall in a black hole
I know I'm getting warm 'cause I feel so cold

But I'm looking on the bright side now
Tryna figure out somehow
(None of this is real, no)
It's looking like I write off now
I think we need to talk like now

So, don't swear to God. He never asked you
It's not His heart you drove a knife through
It's not His world you turned inside out
Not His tears still rolling down
Jesus Christ! You're so damn cold
Don't you know you've lost control?
Forget about the things you think I know
No secrets, you can't keep me
(In the dark)
(In the dark)

Deathblow, look at you go
Brought a T-62 to a Rodeo
So tall it broke the fourth wall
Guess my fairy tale has a few plot holes

Well, I'm looking on the bright side now
Tryna figure out somehow
(None of this is real, no)
You can give the act up now
Yeah, go ahead and take a bow

So, don't swear to God. He never asked you
It's not His heart you drove a knife through
It's not His world you turned inside out
Not His tears still rolling down
Jesus Christ! You're so damn cold
Don't you know you've lost control?
Forget about the things you think I know
No secrets, you can't keep me
(In the dark)
(In the dark)
No secrets, you can't keep me
(In the dark)
(In the dark)

I'm not looking for salvation
Just a little faith in anyone or anything
I'm not looking for salvation
Just a little faith in anyone or anything
I'm not looking for salvation
Just a little faith in anyone or anything
('Cause it's all come caving in)
I'm not looking for salvation
Just a little faith in anyone or anything
(And it's time I knew you, so)

Don't swear to God. He never asked you
It's not His heart you drove a knife through
It's not His world you turned inside out
Not His tears still rolling down
Jesus Christ! You're so damn cold
Don't you know you've lost control?
Forget about the things you think I know
No secrets, you can't keep me
(In the dark)

Don't swear to God. He never asked you
It's not His heart you drove a knife through
(In the dark)
It's not His world you turned inside out
(So look me in the eye right now)
Not His tears still rolling down
Jesus Christ! You're so damn cold
Don't you know you've lost control?
Forget about the things you think I know
No secrets, you can't keep me
(In the dark)

Don't swear to God. He never asked you (Oh no)
It's not His heart you drove a knife through (Oh no)
It's not His world you turned inside out (Oh no)
(So look me in the eye right now)
Not His tears still rolling down (You're so damn cold)
Jesus Christ! You're so damn cold (You're so damn cold)
Don't you know you've lost control? (Oh)
Forget about the things you think I know (Oh)
No secrets, you can't keep me
(In the dark)
(In the dark)
No secrets, you can't keep me
(In the dark)
(In the dark)
(In the dark) "
Amo,MANTRA,"
Do you wanna start a cult with me?
I'm not vibrating like I ought to be
I need a purpose, I can't keep surfing
Through this existential misery
Now, we're gonna need some real estate
But if I choose my words carefully
Think I could fool you that I'm the guru
Wait. How do you spell ""epiphany""?

Before the truth will set you free, it will piss you off
Before you find a place to be, you're gonna lose the plot
Too late to tell you now, one ear and right out the other one
'Cause all you ever do is chant the same old mantra
Yeah!

Could I have your attention, please?
It's time to tap into your tragedy
Think you could use a new abuser
Close your eyes and listen carefully
Imagine you're stood on a beach
Water gently lapping at your feet
But now you're sinking, what were you thinking?
That's all the time we have this week

Before the truth will set you free, it will piss you off
Before you find a place to be, you're gonna lose the plot
Too late to tell you now, one ear and right out the other one
'Cause all you ever do is chant the same old mantra

And I know this doesn't make a lot of sense
But do you really wanna think all by yourself now?
All I'm asking for's a little bit of faith
You know it's easy to believe
And I know this doesn't make a lot of sense
You know you gotta work the corners of your mind now
All I'm asking for's a little bit of faith
You know it's easy to, so easy to believe

Before the truth will set you free, it will piss you off
Before you find a place to be, you're gonna lose the plot
Before the truth will set you free, it will piss you off
Before you find a place to be, you're gonna lose the plot
Too late to tell you now, one ear and right out the other one
'Cause all you ever do is chant the same old mantra
Oh! "
Amo,medicine,"Some people are a lot like clouds, you know
(Clouds, you know; clouds, you know)
'Cause life's so much brighter when they go
You rained on my heart for far too long (Far too long)
Couldn't see the thunder for the storm
Because I cut my teeth and bit my tongue
Till my mouth was dripping blood
But I never dished the dirt, just held my breath
While you dragged me through the mud
I don't know why I tried to save you 'cause
I can't save you from yourself
When all you give a shit about is everybody else

And you just can't quit, why don't you deal with it?
I think it's time to stop

You need a taste of your own medicine
'Cause I'm sick to death of swallowing
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So, I'm sorry for this
It might sting a bit

Some people are a lot like clouds, you know
(Clouds, you know; clouds, you know)
'Cause life's so much brighter when they go
And I spent too long in a place I don't belong
I couldn't see the thunder for the storm

But you won't admit, why don't you get a grip?
'Cause you can't keep going on and on and on and on like this
And you just can't quit, why don't you deal with it?
I think it's time to stop

You need a taste of your own medicine
'Cause I'm sick to death of swallowing
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So, I'm sorry for this
It might sting a bit

'Cause I cut my teeth and bit my tongue
Till my mouth was dripping blood
But I never dished the dirt, just held my breath
While you dragged me through the mud
Yeah, I cut my teeth and bit my tongue
Till my mouth was dripping blood
But I never dished the dirt, just held my breath
While you dragged me through the mud

And you just can't quit, why don't you deal with it?
I think it's time to stop

You need a taste of your own medicine
'Cause I'm sick to death of swallowing
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So, I'm sorry for this
It might sting a bit
Taste of your own medicine (Taste of your own medicine)
Yeah, I'm sick to death of swallowing (Sick to death, wow)
Watch me take the wheel like you, not feel like you
Act like nothing's real like you
So, I'm sorry for this
It might sting a bit

Some people are a lot like clouds, you know
(Clouds, you know; clouds, you know)
'Cause life's so much brighter when they go "
Amo,mother tongue,"I didn't see it coming (Coming)
But I never really had much faith
In the universe's magic (Magic), oh, no
Till it pulled us to that time and place
And I'll never forget
When the floodgates opened, we, we cried an ocean
It still has me choking; it's hard to explain
I know you know me, you don't have to show me
I, I feel you're lonely, no need to explain

So don't say you love me, fala, ""amo""
Just let your heart speak up, and I'll know
No amount of words could ever find a way to make sense of this
So I wanna hear your mother tongue
So don't say you love me, fala, ""amo""
Just let your heart speak up, and I'll know
No amount of words could ever find a way to make sense of this
So I wanna hear your mother tongue

And yeah, I could be punching
But I always tend to fluctuate
And I feel sick that I'm buzzing, oh, love, I'm in trouble
I'm sorry, but you got me gushing all over the place
I never wanna get wet
But I think we're chosen like our fates were woven
And all of those bad choices were left turns on the way

So don't say you love me, fala, ""amo""
Just let your heart speak up, and I'll know
No amount of words could ever find a way to make sense of this
So I wanna hear your mother tongue
So don't say you love me, fala, ""amo""
Just let your heart speak up, and I'll know
No amount of words could ever find a way to make sense of this
So I wanna hear your mother tongue

I think best way to explain, it's like (Oh-oh, oh-oh)
Yeah, kinda like that, but a little more (Oh-oh, oh-oh-oh)
Yeah, all makes sense, right? Like (Oh-oh, oh-oh)
Like (Oh-oh, oh-oh)
Like (Oh-oh, oh-oh-oh)

So don't say you love me, fala, ""amo""
Just let your heart speak up, and I'll know
No amount of words could ever find a way to make sense of this
So I wanna hear your mother tongue
So don't say you love me, fala, ""amo""
Just let your heart speak up, and I'll know
No amount of words could ever find a way to make sense of this
So I wanna hear your mother tongue
So don't say you love me, fala, ""amo""
Just let your heart speak up, and I'll know
No amount of words could ever find a way to make sense of this
So I wanna hear your mother tongue
"
Amo,nihilist blues,"I've been climbing up the walls
To escape the sinking feeling
But I can't hide from the nihilist at my door
Buried in the basement floor
Didn't know what I had planted
It blossomed with all the heart of a cold war

I'm a spirit in a tomb
Won't somebody raise the roof?
I'm going white, I'm going black, I'm going blue
Do you mind if I'm exhumed?
I'm the ashes in the plume
I'm a beggar in the ruin
I'm peaking out, I'm burning up, I'm shooting through
I'm only lonely for the true

Paradise is in my soul
And I'm terrified I can't get out
I'm lost in a labyrinth
We are lost in a labyrinth

Paradise is in my soul
And I'm terrified I can't get out
I'm lost in a labyrinth
We are lost in a labyrinth
Please don't follow

Paradise is in my soul
And I'm terrified I can't get out
I'm lost in a labyrinth
We are lost in a labyrinth
Please don't follow

Light as a feather, stiff as a board
Sink to the floor, I sink to the floor
I sink to the floor
Light as a feather, stiff as a board

You were in my dream last night
But your face was someone else's
A twitch in my spine, a mutual disorder
Isolation neophyte
Too afraid to taste your conscience
You march in the dark, little lamb to the slaughter

I'm a spirit in a tomb
Won't somebody raise the roof?
I'm going white, I'm going black, I'm going blue
Do you mind if I'm exhumed?
I'm the ashes in the plume
I'm a beggar in the ruin
I'm peaking out, I'm burning up, I'm shooting through
I'm only lonely for the true

Paradise is in my soul
And I'm terrified I can't get out
I'm lost in a labyrinth
We are lost in a labyrinth
Please don't follow

Paradise is in my soul
And I'm terrified I can't get out
I'm lost in a labyrinth
We are lost in a labyrinth
Please don't follow
Please don't follow
Please don't follow
Please don't follow
Please don't follow

(Please don't follow)

I've been climbing up the walls
To escape the sinking feeling
But I can't hide from the nihilist at my door "
Amo,ouch,"Tu as tué mon bébé
Na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na
Na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na

I always knew this was gonna end in tears
Didn't think your wrists would keep a souvenir
And I thought that I had heard it all
Till I heard your lover screaming down the phone
I know I said I was under your spell
But this hex is on another level
And I know I said you could drag me through Hell
Said I hoped you wouldn't fuck the Devil

Na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na
Na, na, na, na, na, na, na

This was gonna end in tears
Didn't think your wrists would keep a souvenir
And I thought that I had heard it all
Till I heard your lover screaming down the phone
I know I said I was under your spell
But this hex is on another level
And I know I said you could drag me through Hell
Said I hoped you wouldn't fuck the Devil "
Amo,sugar honey ice & tea,"Count down the thunder
I think we're too close for comfort
So no, don't rock the boat and don't calm the storm
God already gave you His answer

Blink, I'm sorry, it's over
The whistle's been blown, I
Think you got the wrong number
I'm breaking up
Wanna make a connection
Can't get no reception
Leave a message after the tone

'Cause it's got my head running 24/7
I don't know if I can figure it out
It's all messed up, only one thing I know for sure
We're so full of

Sugar, honey, ice, and tea
Sugar, honey, ice, and tea
(Everybody's full of)
Sugar, honey, ice, and tea
Sugar, honey, ice, and tea

Don't move a muscle
No, we can't have a struggle
But the ""situation is in control""
So play pretend that it's all good
You could tell the Messiah
His pants are on fire
I politely decline, I
I gotta go, I gotta stick my head in the sand
And block out all the sadness
La, la, la, la, la, la, la, la

'Cause it's got my head running 24/7
I don't know if I can figure it out
It's all messed up, only one thing I know for sure
We're so full of

Sugar, honey, ice, and tea
Sugar, honey, ice, and tea
(Yeah, everybody's full of)
Sugar, honey, ice, and tea
Sugar, honey, ice, and tea

And it's got my head running 24/7
I don't reckon I can figure it out
It's all messed up, only one thing I know for sure
(We're so fucked)
And we all march on like we know the way to Heaven
Who the hell died and made you the king?
We don't know what we want, but we know that we want it
Yeah, we want it, yeah, we want it right now
Yeah, yeah, yeah, yeah, oh
(Fuck you) Everybody, everybody's full of

Sugar, honey, ice, and tea (Oh, and now everybody's full of)
Sugar, honey, ice, and tea (Every, every, everybody full of)
Sugar, honey, ice, and tea (Oh, everybody's full of)
Sugar, honey, ice, and tea (Yeah, yeah, yeah, yeah, yeah, yeah)
"
Amo,why you gotta kick me when im down,"I see you

You on the edge of your seat
Ain't you got some place to be?
Was hoping the suspense would kill you
Tell me, how would you begin?
Watching and waiting to sink your teeth in
Come on and give me your expert opinion
Ah, fuck it

I settle down in a dump
Heard a crowd screaming ""Jump""
So I came to the window
(They always wanna kick you when you're down)
I said, ""What the fuck have I done?""
They said, ""We just want your blood,
You know we like you better in limbo""
(They always wanna kick you when you're down)

So come on and take a shot, you just can't get enough
Don't let the fact that you know nothing stop you talking now
'Cause when all is said and done, my name's still on your tongue

But tell me, why you gotta kick me when I'm down?
You better pray I don't get up this time around
And why you tryna put me in the ground?
Don't you know I'm a seed?
I won't stop at the roof
Go ahead, bury me
This is how I grow, it's how I thrive
So why you gotta kick me when I'm down?
(Why you gotta kick me when I'm down?)

Yeah, I know it's all in good fun, but
Don't say it's coming from love now
I see those arms in akimbo
(They always wanna kick you when you're down)
And don't set that phaser to stun
'Cause what doesn't kill me, well, it better run like hell
Yeah, you better run like hell

So come on and take a shot, you just can't get enough
Don't let the fact that you know nothing stop you talking now
'Cause when all is said and done, my name's still on your tongue

So tell me, why you gotta kick me when I'm down?
You better pray I don't get up this time around
And why you tryna put me in the ground?
Don't you know I'm a seed?
I won't stop at the roof
Go ahead, bury me
This is how I grow, it's how I thrive

Remember this line that you crossed?
Look back and stare at the dot
Know there's no turning back now
Now that you've opened the gates
Corrupted the memory, error, failsafe
(Commence the countdown)
(They always wanna kick you when you're down)
Remember this line that you crossed?
Look back and stare at the dot
Know there's no way to fix us, no
Oh, God, what the fuck have you done?
I loved you like daughters, I loved you like sons

So tell me, yeah tell me, why you gotta kick me when I'm down?
You better pray I don't get up this time around
And why you tryna to put me in the ground?
Don't you know I'm a seed?
I won't stop at the roof
Go ahead, bury me
This is how I grow, this is how I thrive
Why you gotta kick me when I'm down?

Tell me, why you gotta kick me when I'm down?
(This is how I grow, this is how I thrive) "
Amo,wonderful life,"Hey, uh, are we rolling?
Yeah, okay; no it's, that's fine
I read a fun fact about the brain and
How it starts to deteriorate when
We get to 27 or thereabouts (Yeah)
It got me thinking about my head
And what I can do to help stimulate it
Makes me sad, but I've forgotten what I'm on about
(Ah!)

Looked on the bright side, got keratitis
And you can't sit there unless you're righteous
I wear a happy face like I'm Ed Gein
I feel all numb now, is that a feeling?
Like a plastic boxed orange with no peel on
I wanna waste, I wanna waste, I wanna waste away
(Yeah!)

'Lone, getting high on a Saturday night
I'm on the edge of a knife
Nobody cares if I'm dead or alive
Oh, what a wonderful life

Oi, Debbie Downer, what's your problem?
Don't wanna be here, still, call shotgun
You got the FOMO coursing through my veins (Yo, yay, yo, yay)
(This is) Not a drill, no, this is the real world
Domesticated, still, a little feral
Well, don't you know to chew with your mouth closed?
(And it's all gone wrong!)

'Lone, getting high on a Saturday night
I'm on the edge of a knife (Yeah!)
Nobody cares if I'm dead or alive
Oh, what a wonderful life
(Oh, what a wonderful life)
(Oh, what a wonderful life)
Alright

I got a type 2 kinda thirstiness
A far-out otherworldliness
And one day this might hurt me less
But everybody knows I'm still down
Don't tell me what the butcher does
There's no need for the obvious
So ugly, still, it's kinda lush
But everybody knows I made vows
Left feet on the podium
Can't think of an alternate
And hell yeah, I'm the awkwardest
But everybody knows I got bounce

(Yeah!)

'Lone, getting high on a Saturday night
I'm on the edge of a knife
Nobody cares if I'm dead or alive
Oh, what a wonderful life
Oh, what a wonderful life
Oh, what a wonderful life
Nobody cares if I'm dead or alive
Oh, what a wonderful life "
Post Human,1x1,"(Put me out of my misery)

Disconnected from the world again
No, the sun don't shine in the place I've been
So why you keep acting like I don't exist?
Yeah, feel like I'm ready to die, but I can't commit

So I ask myself, when will I learn?
I'd set myself on fire to feel the burn
I'm scared that I'm never going to be repaired

Put me out of my misery
My mind
Feels like an archenemy
Can't look me in the eyes
I don't know what hurts the most
Holding on or letting go
Reliving my memories
And they're killing me one by one

Sabotaged myself again
Got a brain like a hurricane
Me and that bitch, no, we can't be friends
And I don't even care, no

Oh, got me sinking to a dark place (Outta love)
Evil twin under the staircase (Oh, my god)
Think I'm looking at a long night
I'm alone, I'm alone, I'm alone, I'm alone

Terrified (Terrified)
I'm numb (But I'm numb)
Annihilation never looked so good
Shut up!
Hush your mouth you talk too much

Put me out of my misery
My mind
Feels like an archenemy
Can't look me in the eyes
I don't know what hurts the most
Holding on or letting go
Reliving my memories
And they're killing me one by one

And I'm staring into the void again
No one knows what a mess I'm in
The voices in my head say I'm just being paranoid
But it's bad for my health
How much I hate myself
I suffocate
The weight
It pulls me underneath

Put me out of my misery
My mind
Feels like an archenemy
Can't look me in the eyes
I don't know what hurts the most
Holding on or letting go
Reliving my memories
And they're killing me one by one
Yeah it's killing me one by one
And they're killing me one by one"
Post Human,"Dear Diary,","Dear diary, I don't know what's going on but something's up
The dog won't stop barking and I think my TV is bust
Every channel is the same, it's sending me insane
And earlier somebody bit me, what a fucking day

The sky is falling
It's fucking boring
I'm going braindead
Isolated
God is a shithead
And we're his rejects
Traumatised for breakfast, I can't stomach anymore
Survival horror

Dear diary, I feel itchy, like there's bugs under my skin
The dog's gone rabid, shut the fuck up! Doing my head in
I keep fading in and out, I don't know where I've been
I feel so hungry, what the hell is happening?

The sky is falling
It's fucking boring
I'm going braindead
Isolated
God is a shithead
And we're his rejects
Traumatised for breakfast, I can't stomach anymore
Survival horror

Dear diary, dog stopped barking, probably 'cause I ate his face
Tasty, itchy, TV say there's no more human race
Kinda sad my whole entire existence's been a waste
Ah, never mind, it's not the end of the world, oh, wait

Fly, hahahaha, oh
Lie, oh "
Post Human,Itch For The Cure (When Will We Be Free),"I know why you're here, you're fed up of the fear
Sick of the fantasy world they've built, so you never see clear
Something is coming unplugged (Coming unplugged)
There's a glitch in your trust
You got an itch for the cure, but you're scared to walk out the door
I'm here to tell you there's a universe that lives without law
Something is coming unplugged (Unplugged)
'Cause you keep asking yourself
When will we be free?
When will we be free?
When will we be free?
When will we be free?

I wanna be a kingslayer (When will we be free?)
Something is coming unplugged (When will we be free?)
There's a glitch in your trust
I wanna be a kingslayer (When will we be free?)
Something is coming unplugged (When will we be free?)
There's a glitch in your trust "
Post Human,Kingslayer,"Hi, are you looking for the other side?
Feel like nothing ever seems quite right?
Are you circling the drain pipe, getting off on pain like
You're corrupted?

I need to know where your loyalties lie
Tell me are you gonna bark or bite?
Do you really want to twist the knife
In the belly of the monster?

Get the fuck up, wake the fuck up
Wipe the system, and back the fuck up
You're a puppet when they cut your strings off
Don't come crawling back

Kingslayer
Destroying castles in the sky
Kingslayer
Forevermore the apple of my eye
I'd sacrifice my life to find you
Angel of the blade
Kingslayer
Come and collect us from the night

暗い この見えない世界
まだ消えない未来
ただ手に入れたい another world
System failure

Life, is encrypted, you are modified
Like a virus in a lullaby
Artificial 'til the day you die, silly program
You're corrupted!

Get the fuck up, wake the fuck up
Wipe the system, and back the fuck up
You're a puppet when they cut your strings off
Don't come crawling back, you're on your own

さあ 時の
扉を開けて
行こうよ

Kingslayer
Destroying castles in the sky
Kingslayer
I'll fight for you until I die

Kingslayer
Destroying castles in the sky
Kingslayer
Forevermore the apple of my eye
I'd sacrifice it all to guide you
Never have to battle alone
Kingslayer
Come and collect us from the night

This is your wake up call
We're going down the rabbit hole
Are you ready?

I can't feel you

Is this what you want?
This is what you'll fucking get
You motherfucking shit
"
Post Human,Ludens,"
Some resist the future, some refuse the past
Either way, it's messed up if we can't unplug the fact
That a world covered in cables was never wired to last
So don't act so surprised when the program starts to crash

(How do I) Form a connection when we can't even shake hands?
You're like the phantom greeting me
We plot in the shadows, hang out in the gallows
Stuck in a loop for eternity

Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden
(A new Luden, new Luden, yeah)
So come outside, it's time to see the tide
It's out of sight, but never out of mind
I need a new leader, we need a new Luden

Sticks and stones may break my bones, but soon the sting will pass
But names can dig so many graves you won't know where to stand
And I don't feel secure no more unless I'm being followed
And the only way to hide myself is to give 'em one hell of a show

(How do I) Form a connection when we can't even shake hands?
You're like the phantom greeting me
We plot in the shadows, hang out in the gallows
Stuck in a loop for eternity

Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden
(A new Luden, new Luden, yeah)
So come outside, it's time to see the tide
It's out of sight, but never out of mind
I need a new leader, we need a new Luden

A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
Yeah

Alright, you call this a connection?
You call this a connection?
You call this a connection? (Okay)
You call this a connection?
Oh, give me a break
Oh, give me a break
Oh, give me a break (Okay)
Ugh, oh

Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden
(A new Luden, new Luden, yeah)
So come outside, it's time to see the tide
It's out of sight, but never out of mind
I need a new leader, we need a new Luden

A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah
A new Luden, new Luden, yeah

Do you know why the flowers never bloom?
Will you retry or let the pain resume?
I need a new leader, we need a new Luden "
Post Human,Obey,"Another day another post-traumatic order
Brainwashed and feeling fine
I bit off more than I could chew when I looked closer
So I stabbed a fork in my eye
Think I'm losing my fucking mind
Don't know where to turn, now I'm blind
Destroy yourself it feels so good to fade away
Why, d'you wanna hurt yourself?
Die, for something else?
Don't let your conscience get in the way

Obey
We hope you have a lovely day
Obey
You don't want us to come out and play
Away, now now
There's nothing to see here
It's under control
We're only gambling with your soul
Obey
Whatever you do, just don't wake up and smell the corruption

(Do you feel that? Yeah)

Another day another systematic nightmare
Commemorate a wonderful life
Bite me first I'll bite you back
Melodramatic laughter
I stabbed a knife in my eye
Think I'm out my fucking mind
Brainwashed and I'm feeling fine
Destroy yourself it feels too good to fade away
Why, do I wanna hurt myself?
Should I die for something else?
I let my conscience get in the way

Obey
We hope you have a lovely day
Obey
You don't want us to come out and play
Away, now now
There's nothing to see here
It's under control
We're only gambling with your soul
Obey
Whatever you do, just don't wake up and smell the corruption

When your freedom is lethal
Tell me how you're gonna hurt yourself
You call yourselves peaceful
You monsters are people

You fucking monsters are people

Obey
We're gonna show you how to behave
Obey
It's nicer when you can't see the chains

Obey
We hope you have a lovely day
Obey
You don't want us to come out and play
Away, now now
There's nothing to see here
It's under control (It's under control)
We're only gambling with your soul (With your soul)
Obey
Whatever you do, just don't wake up and smell the corruption

Smell the corruption
Smell the corruption "
Post Human,One Day The Only Butterflies Left Will Be In Your Chest As You March Towards Your Death,"On the verge of no return, why'd you keep fucking it up?
Don't want to have to bury you, but nothing seems to get through your skull
One day the only butterflies left will be in your chest
As you march towards your death, breathing your last breath
I hate to say ""I told you so"", but look how the bruises show

Tell me, how's it gonna feel without my arms wrapped around, wrapped around you?
Bet it feels pretty real when your skin starts to peel from the bone
You were dead to the world, now I'm dead to you
Haunting your own house, nothing to lose
How did I let you sink your fangs so deep? Ah
You know you can't breathe on your own

Past the point of rescuing, why'd I keep pushing my luck?
The hole I wore into your soul has got too big to overlook
One day the only butterflies left will be in our chests
As we march towards our death, breathing our last breath
I thought we had a future, but we ain't got a chance in hell

So tell me, how's it gonna feel without my arms wrapped around, wrapped around you?
Bet it feels pretty real when your skin starts to peel from the bone
You were dead to the world, now I'm dead to you
Haunting your own house, nothing to lose
I let you sink your fangs so deep, ah
You know I can't breathe on my own (You know you can't breathe on your own)
How can I breathe on my own? (How can you breathe on your own?)

The sun is setting on our love, I fear
Letting our loneliness out, into the atmosphere
The tide is turning on, our chance to turn it 'round
I never thought I'd see my fingernails fall out

Love isn't in the air
Love isn't in the air
Love isn't in the air
Love isn't in the air"
